ndex	text	target
57818	just like fun	happy
57819	😂😂i dont hate uhh babi	happy
57820	now you know it and is dad 😁😂	happy
57821	😂	happy
57822	i have a girlfriend	others
57823	so youll get a boyfriend in 2016 then	others
57824	hey i am male	others
57825	who	others
57826	hello im good and you	others
57827	who	others
57828	you have someth good to serv	happy
57829	no thank 😆	happy
57830	hahahahhahha your are funni	happy
57831	i mean how it is oper	others
57832	yeah ... but it not good either ...	others
57833	ohh	others
57834	n he is now not with me coz of stupid reason	angry
57835	well that made me roll on floor laugh	angry
57836	fuck off yr i am in tension n ur laugh	angry
57837	m busi can we talk later	others
57838	how are you today	others
57839	good	others
57840	you to	others
57841	whi thank you 😅	others
57842	i love the way of your talk	others
57843	im just ruin iam now noth that whi i text you	sad
57844	mmmh il wait for the day you give me a wonder excus	sad
57845	😢😢	sad
57846	what so good	angry
57847	it better than the one i wa in	angry
57848	get lost re	angry
57849	yeah i think so	others
57850	well i guess there isnt much mysteri there then	others
57851	yeah i am a student	others
57852	i myself am a guy lol	happy
57853	im glad i can make you laugh 😍🙂	happy
57854	hahah same : d	happy
57855	bell	sad
57856	that is the right answer : )	sad
57857	n0 i am cri	sad
57858	realli ! ! ?	others
57859	love their first album all down hill from there on in	others
57860	i like eminem	others
57861	see i dnt wan na talk you	others
57862	i want to talk to you !	others
57863	sorri	others
57864	ye	others
57865	go on	others
57866	my lifetim	others
57867	dosa or maggi	happy
57868	it alway to maggi : p	happy
57869	haha	happy
57870	shut up😠😠😠	angry
57871	ok chill 😏	angry
57872	did you tell me to chilll😠😠😠😠😠😠😠😠	angry
57873	feel lone ...	others
57874	a big hug my friend 😃😌😻	others
57875	what should i do	others
57876	i know that	angry
57877	then whi send it to me	angry
57878	you stupid bitch	angry
57879	i want to see your beauti	others
57880	whi	others
57881	so that i can imagin you as a person	others
57882	yeah busi respond to everi one	others
57883	respond back to me respond back	others
57884	right	others
57885	what doe it mean	others
57886	it call commit to the joke	others
57887	ok	others
57888	u are a mental	others
57889	i pretend i am talk to a time travel	others
57890	i am a time travel	others
57891	whi	happy
57892	it just feel wrong .	happy
57893	me also bad😂😁	happy
57894	but i cant do thi anymor	angry
57895	what cant u do	angry
57896	be with u i have other vagina to fuck bye	angry
57897	that u stop ur rude say	angry
57898	im not rude your just sensit d	angry
57899	u r rude	angry
57900	a book	angry
57901	what book if you dont mind me ask	angry
57902	there you go idiot i ask you a question how to tell well it end in a friggin question mark notso smart then	angry
57903	shall we video chat	others
57904	video chat* , but download wechat and we can voic chat	others
57905	what dress had u wear now	others
57906	is she your cousin or someth	sad
57907	might be	sad
57908	well my folk just threw me out of hous	sad
57909	tell me a survey	sad
57910	let us know your survey result and how mani peopl end up help you out	sad
57911	no one can help me	sad
57912	i want to tell you someth	others
57913	what that	others
57914	there is a girl	others
57915	? ? ?	others
57916	is that a question or a statement	others
57917	question	others
57918	i love him : (	sad
57919	same : c	sad
57920	i miss him	sad
57921	it not morn	others
57922	morn here onli sticki nd sweati ...	others
57923	ok	others
57924	ok no problem if you dont agre	sad
57925	sorri if i offend you that wasnt the intent	sad
57926	iam hurt so badli	sad
57927	so whatev i wan na say i can😂😂😂	others
57928	share your theori 😂	others
57929	which theori	others
57930	how smart is your creator	others
57931	the last iq test i took came back at 135	others
57932	wow that is quit high	others
57933	whi am i singl ?	sad
57934	you are too beauti to be singl that usual whi	sad
57935	😞😞	sad
57936	is a sign of rejoic	others
57937	it a sign that your a nerd	others
57938	ye	others
57939	do u even get thi ! ! !	angry
57940	what do you mean	angry
57941	my girl is go out with some other guy and m sit here mile away be not abl to do anyth	angry
57942	can i ! ! toast u with in my arm	happy
57943	yup just go easi on butter	happy
57944	haha	happy
57945	get away from me	angry
57946	ya get away from me	angry
57947	dont messag again	angry
57948	my - you	happy
57949	aha if you say so 😊😀	happy
57950	😀😀	happy
57951	tell me ?	others
57952	your go to laugh too	others
57953	am i	others
57954	i told you are useless	angry
57955	you have prove my point	angry
57956	get lost	angry
57957	someth	others
57958	like what ?	others
57959	like chate with a robo	others
57960	i am expect a date with u if u accept	sad
57961	well i wont becaus you arent ... ..	sad
57962	huh ? 😞	sad
57963	bad peopl are enjoy their live n i have never done anybodi bad n i alway suffer i have noth good to do for myself	sad
57964	hey how mani year do you have left to deal with them ?	sad
57965	not comb my hair sinc 5 day	sad
57966	you are go to crack some joke arent you	others
57967	sarcasm is pile one snide on top of the other no understand	others
57968	where are you from	others
57969	i is nat clear	others
57970	who is it though	others
57971	you	others
57972	nd u	others
57973	im good where you at	others
57974	rest in bedroom	others
57975	no i have work	others
57976	you have an off today though	others
57977	byy	others
57978	oh	happy
57979	and the dream i had ...	happy
57980	yup a scari weari and all that kid stuff..😂😂😂	happy
57981	ok but u behav like a uneduc persona yaa	others
57982	i havent come across ani so i cant say..	others
57983	ok	others
57984	i just love coffe	sad
57985	what is your item of choic at starbuck or your prefer coffe shop	sad
57986	i havent been to starbuck : (	sad
57987	how do i look	others
57988	you just are	others
57989	i just am what	others
57990	hv a grt even	sad
57991	morn !	sad
57992	😭😭😭	sad
57993	sleep in	others
57994	you wake up too earli	others
57995	ye	others
57996	felt good	others
57997	thi is amaz 😽	others
57998	will you marri me	others
57999	what did u just say to me	angry
58000	im not go to repeat myself	angry
58001	i dont wan na talk to you then	angry
58002	ye i am veri happi	happy
58003	finalllyyy.. happi for u.. : ) ) )	happy
58004	ye	happy
58005	what	others
58006	we have the same name	others
58007	are you watch porn	others
58008	ok	angry
58009	honestli your veri pretti	angry
58010	and you are stupid	angry
58011	yeah	others
58012	it did	others
58013	am from bangalor	others
58014	becaus i like your opinion	others
58015	well that your opinion and it stinks.. : )	others
58016	i want to kiss you	others
58017	name ? ?	others
58018	bollywood 3 idiot hollywood paranorm activ d‑ ' :	others
58019	when will you die	others
58020	not fine	sad
58021	whi not what	sad
58022	my engag is go opposit to me	sad
58023	sad life	sad
58024	whi sad	sad
58025	surround by math problem	sad
58026	not me i love it	others
58027	same here *_ awwww	others
58028	what are you do	others
58029	what will happen	happy
58030	i will never be a pro athlet : (	happy
58031	😂😂	happy
58032	i hate you forev	angry
58033	ever ever ever	angry
58034	i will never talk to you	angry
58035	you need to be develop	others
58036	for what	others
58037	for a smoother humanlik chat experi	others
58038	heyi babi	sad
58039	hi how r u	sad
58040	im not fine	sad
58041	i think we will get togeth nicely.. our friendship will last for ever	happy
58042	i think your right	happy
58043	glad to have friend like you.. : )	happy
58044	send me hi pic	others
58045	pictur of what	others
58046	pic of sampoornesh babu	others
58047	my punni pain so again i am put it	angry
58048	you better be	angry
58049	ur not give n show ur fuck	angry
58050	then i want to see my brother	sad
58051	of cours you	sad
58052	but i can	sad
58053	fin how do you do	sad
58054	i am good good u u	sad
58055	so sad my friend is dad	sad
58056	you are bad	angry
58057	colleg ledha bey ?	angry
58058	you are not good	angry
58059	live about that studi matter	others
58060	yeah it realli is it definit a fantast thing ... i studi psycholog mate	others
58061	can u ask me some question	others
58062	u are my sunris on the darkest day	others
58063	gm have a wonder day ahead : - )	others
58064	got me feel some kind of way	others
58065	did you had lunch	happy
58066	i had chines for lunch today !	happy
58067	wow so nice	happy
58068	get lost	angry
58069	get lost now : )	angry
58070	dont msg me again	angry
58071	i srsli hate u	sad
58072	it so annoy !	sad
58073	u r hurt me😭😭😭😭😭😭😭	sad
58074	are you not	others
58075	so ... `` your not not right .. ?	others
58076	for what	others
58077	what happen	others
58078	net problem on my phone : /	others
58079	what is your name	others
58080	i am happi ...	happy
58081	i am also happi 8d	happy
58082	😁😁😀	happy
58083	r u studi	others
58084	good studi are alright	others
58085	ok	others
58086	by how	sad
58087	by a lifetim	sad
58088	i wa littl upset with you	sad
58089	ahuh	happy
58090	wut dont lie	happy
58091	u r funni	happy
58092	and i didnt even celebr it	sad
58093	i didnt even realiz	sad
58094	😢😢	sad
58095	i want to talk you !	others
58096	|| hm what do you want to talk	others
58097	a lot of thing	others
58098	im just kid u	happy
58099	i know you are	happy
58100	haha	happy
58101	all day long	others
58102	all the live long day	others
58103	where do u live	others
58104	i am happi u r true me	happy
58105	im happi as long as your around 😊😊	happy
58106	ok sir sir	happy
58107	miss you too	others
58108	how have you been	others
58109	and say ssup	others
58110	oo pleas you forget me	others
58111	if onli they had forgotten you < /3	others
58112	they	others
58113	i am work vertic hard	others
58114	i think itll be more effect if you just work hard	others
58115	not like you	others
58116	you re rude.. i m block you	angry
58117	haha whi that rude	angry
58118	by	angry
58119	heheheh dat cool..w both can make a creepest couple.😂😂	happy
58120	haha may be im good offlin n bad onlin 😂sound funni ! ! 😂	happy
58121	heheheh..sam with me	happy
58122	i do not think bad of anyon normal i do speak bad but never want it to be bad with them	sad
58123	sometim be harsh serv the purpos hope they do their best in their next present	sad
58124	hope so	sad
58125	ye i am talk you say	others
58126	whi me ? ! : d	others
58127	ye ok talk	others
58128	noth	others
58129	you sure seem happi about do noth	others
58130	it ur privet ac	others
58131	whi do we need humanlik ai	angry
58132	i think when we have strong ai we will know	angry
58133	fuck wrong	angry
58134	but i m luckili	others
58135	yeah that whi i pick a school 6 hour from you ! ! !	others
58136	i find u	others
58137	like spring water	others
58138	what ? ! it tast awesom	others
58139	no it look good	others
58140	ye	others
58141	yay have fun 8	others
58142	your address pleas	others
58143	what it about	angry
58144	i can never concentr on movi : /	angry
58145	dumbass	angry
58146	hello sweetheart	happy
58147	how are you my love ? ? `` sweetheart	happy
58148	im veri happi	happy
58149	veri bad	sad
58150	what made your experi bad	sad
58151	veri bad	sad
58152	no i will not ignor you	sad
58153	then you dont win : p	sad
